Region,Month,From_date,to_date,Holiday,Country
Europe & Russia,Jun-21,25-Jun-21,26-Jun-21,Mid summer Day eve,SWEDEN
Europe & Russia,Jun-21,27-Jun-21,28-Jun-21,Constitution Day,UKRAINE
Europe & Russia,Jun-21,29-Jun-21,29-Jun-21,St Peter & St Pauls Day,MALTA
Europe & Russia,Jul-21,05-Jul-21,05-Jul-21,St Cyril & Methodius day,CZECH REPUBLIC
Europe & Russia,Jul-21,05-Jul-21,05-Jul-21,St Cyril & Methodius day,SLOVAKIA
Europe & Russia,Jul-21,06-Jul-21,06-Jul-21,Jan Hus Day,CZECH REPUBLIC
Europe & Russia,Jul-21,12-Jul-21,12-Jul-21,Battle of Boyne,IRELAND
Europe & Russia,Jul-21,14-Jul-21,14-Jul-21,Bastille Day,FRANCE
Africa,May-21,13-May-21,13-May-21,Ascension Day,COTE D IVOIRE
Europe & Russia,Jul-21,21-Jul-21,21-Jul-21,National Day,BELGIUM
Europe & Russia,Aug-21,01-Aug-21,01-Aug-21,National Day,SWITZERLAND
Europe & Russia,Aug-21,02-Aug-21,02-Aug-21,August Bank Holiday,IRELAND
Europe & Russia,Aug-21,02-Aug-21,02-Aug-21,August Bank Holiday,IRELAND
Africa,May-21,23-May-21,24-May-21,Whit Sunday/Monday,COTE D IVOIRE
Europe & Russia,Aug-21,05-Aug-21,05-Aug-21,Victory Day,CROATIA
Europe & Russia,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,AUSTRIA
Europe & Russia,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,BELGIUM
Europe & Russia,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,CROATIA
Europe & Russia,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,CYPRUS
Europe & Russia,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,FRANCE
Europe & Russia,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,GERMANY
Europe & Russia,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,GREECE
Europe & Russia,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,HUNGARY
Europe & Russia,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,ITALY
Europe & Russia,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,MALTA
Europe & Russia,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,POLAND
Europe & Russia,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,PORTUGAL
Europe & Russia,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,SPAIN
Europe & Russia,Aug-21,20-Aug-21,20-Aug-21,St.Stephens/National Day,HUNGARY
Europe & Russia,Aug-21,24-Aug-21,24-Aug-21,Independence Day,UKRAINE
Europe & Russia,Aug-21,30-Aug-21,30-Aug-21,Summer Bank Holiday,UNITED KINGDOM
Europe & Russia,Aug-21,30-Aug-21,30-Aug-21,Victory Day(ZaferBayrami),TURKEY
Europe & Russia,Sep-21,08-Sep-21,08-Sep-21,Feast of Victories,MALTA
Europe & Russia,Sep-21,11-Sep-21,11-Sep-21,National day of Catalonia,SPAIN
Europe & Russia,Sep-21,21-Sep-21,21-Sep-21,Independence Day,MALTA
Europe & Russia,Sep-21,24-Sep-21,24-Sep-21,La Mercè,SPAIN
Europe & Russia,Sep-21,28-Sep-21,28-Sep-21,St Wenceslas Day,CZECH REPUBLIC
Europe & Russia,Oct-21,01-Oct-21,01-Oct-21,Independence Day,CYPRUS
Europe & Russia,Oct-21,03-Oct-21,03-Oct-21,Unity Day,GERMANY
Europe & Russia,Oct-21,05-Oct-21,05-Oct-21,Republic day,PORTUGAL
Europe & Russia,Oct-21,08-Oct-21,08-Oct-21,Independence Day,CROATIA
Africa,Jul-21,19-Jul-21,20-Jul-21,Tabaski(EidalAdha),COTE D IVOIRE
Europe & Russia,Oct-21,12-Oct-21,12-Oct-21,Columbus Day/Hispanic day,SPAIN
Europe & Russia,Oct-21,23-Oct-21,23-Oct-21,Republic day,HUNGARY
Europe & Russia,Oct-21,26-Oct-21,26-Oct-21,National Day,AUSTRIA
Europe & Russia,Oct-21,28-Oct-21,28-Oct-21,Independence Day,CZECH REPUBLIC
Europe & Russia,Oct-21,28-Oct-21,28-Oct-21,Ochi Day,CYPRUS
Europe & Russia,Oct-21,28-Oct-21,28-Oct-21,Ochi Day,GREECE
Europe & Russia,Oct-21,29-Oct-21,29-Oct-21,Republic day,TURKEY
Europe & Russia,Oct-21,31-Oct-21,31-Oct-21,Halloween holiday,IRELAND
Europe & Russia,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,AUSTRIA
Europe & Russia,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,BELGIUM
Europe & Russia,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,CROATIA
Europe & Russia,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,FINLAND
Europe & Russia,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,FRANCE
Europe & Russia,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,GERMANY
Europe & Russia,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,HUNGARY
Europe & Russia,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,ITALY
Europe & Russia,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,POLAND
Europe & Russia,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,PORTUGAL
Europe & Russia,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,SPAIN
Europe & Russia,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,SWEDEN
Europe & Russia,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,UNITED KINGDOM
Europe & Russia,Nov-21,04-Nov-21,04-Nov-21,Day of Unity,RUSSIAN FEDERATION
Europe & Russia,Nov-21,08-Nov-21,08-Nov-21,Father's Day,FINLAND
Europe & Russia,Nov-21,11-Nov-21,11-Nov-21,Armistice Day,BELGIUM
Europe & Russia,Nov-21,11-Nov-21,11-Nov-21,Armistice Day,FRANCE
Europe & Russia,Nov-21,11-Nov-21,11-Nov-21,Independence Day,POLAND
Europe & Russia,Nov-21,17-Nov-21,17-Nov-21,Struggle for freedom & Democracy day,CZECH REPUBLIC
Europe & Russia,Nov-21,17-Nov-21,17-Nov-21,Struggle for freedom & Democracy day,SLOVAKIA
Europe & Russia,Nov-21,30-Nov-21,30-Nov-21,St.Andrew's Day,ROMANIA
Africa,Aug-21,07-Aug-21,07-Aug-21,Independence Day,COTE D IVOIRE
Europe & Russia,Dec-21,01-Dec-21,01-Dec-21,Independence Day,PORTUGAL
Europe & Russia,Dec-21,01-Dec-21,01-Dec-21,National Day,ROMANIA
Europe & Russia,Dec-21,06-Dec-21,06-Dec-21,Constitution Day,SPAIN
Europe & Russia,Dec-21,06-Dec-21,06-Dec-21,Independence Day,FINLAND
Europe & Russia,Dec-21,08-Dec-21,08-Dec-21,Immaculate Conception,AUSTRIA
Europe & Russia,Dec-21,08-Dec-21,08-Dec-21,Immaculate Conception,ITALY
Europe & Russia,Dec-21,08-Dec-21,08-Dec-21,Immaculate Conception,MALTA
Europe & Russia,Dec-21,08-Dec-21,08-Dec-21,Immaculate Conception,PORTUGAL
Europe & Russia,Dec-21,08-Dec-21,08-Dec-21,Immaculate Conception,SPAIN
Europe & Russia,Dec-21,13-Dec-21,13-Dec-21,Republic day,MALTA
Africa,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,COTE D IVOIRE
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,St Stephen's Day,AUSTRIA
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,St Stephen's Day,CROATIA
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,St Stephen's Day,CZECH REPUBLIC
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,St Stephen's Day,DENMARK
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,St Stephen's Day,FINLAND
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,St Stephen's Day,FRANCE
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,St Stephen's Day,GERMANY
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,St Stephen's Day,HUNGARY
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,St Stephen's Day,IRELAND
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,St Stephen's Day,ITALY
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,St Stephen's Day,NETHERLANDS
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,St Stephen's Day,NORWAY
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,St Stephen's Day,POLAND
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,St Stephen's Day,SPAIN
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,Synaxis of Mother of God,CYPRUS
Europe & Russia,Dec-21,26-Dec-21,26-Dec-21,Synaxis of Mother of God,GREECE
Africa,Oct-21,19-Oct-21,19-Oct-21,Milad ul Nabi/Mawlid/Maouloud,COTE D IVOIRE
Africa,Nov-21,15-Nov-21,15-Nov-21,National Peace Day,COTE D IVOIRE
Far East & Australia,Jan-21,11-Jan-21,11-Jan-21,Coming of Age(SEIJIN-NO-HI),JAPAN
Far East & Australia,Jan-21,26-Jan-21,26-Jan-21,Australia Day,AUSTRALIA
Far East & Australia,Jan-21,28-Jan-21,28-Jan-21,Thaipoosam,MALAYSIA
Far East & Australia,Jan-21,12-Feb-21,26-Feb-21,Chinese New Year,CHINA
West -  South East Asia & Iran,Apr-18,14/04/2018,14/04/2018,Isra Al Mairaj/Mabaath,"INDONESIA, IRAN"
Far East & Australia,Jan-21,12-Feb-21,26-Feb-21,Chinese New Year,INDONESIA
Far East & Australia,Jan-21,12-Feb-21,26-Feb-21,Chinese New Year,MALAYSIA
Far East & Australia,Jan-21,12-Feb-21,26-Feb-21,Chinese New Year,PHILIPPINES
Far East & Australia,Jan-21,12-Feb-21,26-Feb-21,Chinese New Year,SINGAPORE
Far East & Australia,Jan-21,12-Feb-21,26-Feb-21,Chinese New Year,SOUTH KOREA
Far East & Australia,Jan-21,12-Feb-21,26-Feb-21,Chinese New Year,TAIWAN
Far East & Australia,Jan-21,12-Feb-21,26-Feb-21,Chinese New Year,THAILAND
Far East & Australia,Jan-21,12-Feb-21,16-Feb-21,Tet/Chinese New Year,VIETNAM
Far East & Australia,Feb-21,06-Feb-21,08-Feb-21,Waitangi Day,NEW ZEALAND
Far East & Australia,Feb-21,11-Feb-21,11-Feb-21,National Foundation Day(KENKOKUKINENBI),JAPAN
Europe & Russia,Apr-18,25/04/2018,25/04/2018,Freedom Day/Anni of Liberation,"PORTUGAL,ITALY"
Far East & Australia,Feb-21,23-Feb-21,23-Feb-21,Emperor's Birthday,JAPAN
Far East & Australia,Feb-21,25-Feb-21,25-Feb-21,People Power Day,PHILIPPINES
Far East & Australia,Feb-21,26-Feb-21,26-Feb-21,Magha Bucha,THAILAND
Far East & Australia,Feb-21,26-Feb-21,26-Feb-21,Magha Bucha (Meak Bochea),CAMBODIA
Far East & Australia,Feb-21,28-Feb-21,01-Mar-21,Peace Memorial Day,TAIWAN
Africa,May-18,10/05/2018,10/05/2018,Ascension Day,COTE D IVOIRE
Far East & Australia,Mar-21,01-Mar-21,01-Mar-21,Mar 1st Movement,SOUTH KOREA
Far East & Australia,Mar-21,08-Mar-21,08-Mar-21,Canberra day/Adelaide Cup Day,AUSTRALIA
Far East & Australia,Mar-21,08-Mar-21,08-Mar-21,International Womens Day,CAMBODIA
Far East & Australia,Mar-21,10-Mar-21,10-Mar-21,Isra Al Mairaj,MALAYSIA
Far East & Australia,Mar-21,14-Mar-21,14-Mar-21,Day of Silence(Hari Raya Nyepi),INDONESIA
Far East & Australia,Mar-21,20-Mar-21,20-Mar-21,Spring Equinox,JAPAN
Africa,May-18,21/05/2018,21/05/2018,Whit Sunday/Monday,COTE D IVOIRE
MIddle East & GCC,May-18,25/05/2018,25/05/2018,Independence Day/Liberation Day,"JORDAN,LEBANON"
Europe & Russia,May-18,28/05/2018,28/05/2018,Orthodox Whit Monday,"CYPRUS, GREECE"
Far East & Australia,Apr-21,05-Apr-21,06-Apr-21,Qing Ming Festival,CHINA
Africa,Jun-18,10/06/2018,10/06/2018,Laila tou kadir,COTE D IVOIRE
Far East & Australia,Apr-21,05-Apr-21,06-Apr-21,Qing Ming Festival,TAIWAN
Far East & Australia,Apr-21,06-Apr-21,06-Apr-21,Chakri Day,THAILAND
Far East & Australia,Apr-21,09-Apr-21,09-Apr-21,Day of Valour(ArawngKagitingan),PHILIPPINES
Africa,Aug-18,07/08/2018,07/08/2018,Independence day,COTE D IVOIRE
Africa,Nov-18,15/11/2018,15/11/2018,National Peace Day,COTE D IVOIRE
Far East & Australia,Apr-21,13-Apr-21,15-Apr-21,Songakran/New Year,CAMBODIA
Far East & Australia,Apr-21,13-Apr-21,15-Apr-21,Songakran/New Year,THAILAND
"Europe , Russia",Mar-19,11/03/2019,11/03/2019, Ash Monday ,"GREECE , CYPRUS"
Far East & Australia,Apr-21,21-Apr-21,21-Apr-21,Hung King's Temple Festival,VIETNAM
Far East & Australia,Apr-21,25-Apr-21,26-Apr-21,Anzac Day,AUSTRALIA
Far East & Australia,Apr-21,25-Apr-21,26-Apr-21,Anzac Day,NEW ZEALAND
Far East & Australia,Apr-21,29-Apr-21,29-Apr-21,Nuzul Al Quran,MALAYSIA
Far East & Australia,Apr-21,29-Apr-21,02-May-21,Showa Day(Golden Week),JAPAN
"Europe , Russia",Oct-19,28/10/2019,28/10/2019, Ochi Day ,"GREECE , CYPRUS"
Far East & Australia,Apr-21,30-Apr-21,30-Apr-21,Reunification Day,VIETNAM
Far East & Australia,Apr-21,30-Apr-21,30-Apr-21,Royal Plowing Ceremony Day,CAMBODIA
Far East & Australia,Apr-21,19-May-21,19-May-21,Buddha's Birthday,SINGAPORE
Far East & Australia,Apr-21,19-May-21,19-May-21,Buddha's Birthday,SOUTH KOREA
Europe & Russia,Nov-19,11/11/2019,11/11/2019, Armistice Day ,"BELGIUM, FRANCE"
Far East & Australia,May-21,03-May-21,03-May-21,Constitution Day,JAPAN
"Europe , Russia",Dec-19,26/12/2019,26/12/2019, Synaxis of Mother of God ,"GREECE , CYPRUS"
"Europe , Russia",Feb-18,19/02/2018,19/02/2018,Ash Monday,"GREECE , CYPRUS"
Far East & Australia,May-21,04-May-21,04-May-21,Greenery Day,JAPAN
Far East & Australia,May-21,04-May-21,04-May-21,Tin Hau Festival,CHINA
"Europe , Russia",Oct-18,28/10/2018,28/10/2018,Ochi Day,"GREECE , CYPRUS"
Far East & Australia,May-21,05-May-21,05-May-21,Children's Day,JAPAN
Far East & Australia,May-21,05-May-21,05-May-21,Children's Day,SOUTH KOREA
Far East & Australia,May-21,05-May-21,05-May-21,Coronation Day,THAILAND
Far East & Australia,May-21,09-May-21,09-May-21,Mother's Day,AUSTRALIA
Europe & Russia,Nov-18,11/11/2018,11/11/2018,Armistice Day,"BELGIUM, FRANCE"
Far East & Australia,May-21,12-May-21,13-May-21,Hari Raya Puasa,INDONESIA
Far East & Australia,May-21,12-May-21,13-May-21,Hari Raya Puasa,MALAYSIA
Far East & Australia,May-21,12-May-21,13-May-21,Hari Raya Puasa,SINGAPORE
Far East & Australia,May-21,14-May-21,14-May-21,King's birthday,CAMBODIA
Far East & Australia,Mar-19,19/03/2019,19/03/2019, Cheung Heung Festival ,"CHINA, HONGKONG"
Far East & Australia,May-21,20-May-21,20-May-21,Day of Remembrance,CAMBODIA
Far East & Australia,May-21,24-May-21,24-May-21,Wesak Bucha/Buddha Purnima,CAMBODIA
Far East & Australia,May-21,26-May-21,26-May-21,Wesak Bucha/Buddha Purnima,MALAYSIA
Far East & Australia,May-21,26-May-21,26-May-21,Wesak Bucha/Buddha Purnima,SINGAPORE
Far East & Australia,Jun-21,01-Jun-21,01-Jun-21,Children's Day /Pancasila Day,CAMBODIA
Far East & Australia,Jun-21,01-Jun-21,01-Jun-21,Children's Day /Pancasila Day,INDONESIA
Far East & Australia,Jun-21,03-Jun-21,03-Jun-21,Queen's birthday,THAILAND
Far East & Australia,Jun-21,06-Jun-21,06-Jun-21,Memorial Day,SOUTH KOREA
Far East & Australia,Jun-21,07-Jun-21,07-Jun-21,King's birthday (Agong),MALAYSIA
Far East & Australia,Jun-21,07-Jun-21,07-Jun-21,Queen's birthday,NEW ZEALAND
Far East & Australia,Jun-21,12-Jun-21,14-Jun-21,Dragon boat festival,CHINA
"West -  South East Asia , Iran",Mar-19,04/03/2019,04/03/2019, Mahasivaratri ,"INDIA , SRILANKA"
Far East & Australia,Jun-21,12-Jun-21,14-Jun-21,Dragon boat festival,TAIWAN
Far East & Australia,Jun-21,12-Jun-21,12-Jun-21,Independence Day,PHILIPPINES
Far East & Australia,Jun-21,14-Jun-21,14-Jun-21,Queen's birthday,AUSTRALIA
Far East & Australia,Jun-21,18-Jun-21,18-Jun-21,King's mother's birthday,CAMBODIA
"Europe , Russia",Jun-19,22/06/2019,22/06/2019, Midsummer Day eve ,"SWEDEN , FINLAND"
"West -  South East Asia , Iran",Oct-19,27/10/2019,27/10/2019, Diwali ,"INDIA , SRILANKA"
Far East & Australia,Jul-21,19-Jul-21,20-Jul-21,Hari Raya Haji(Eid al Adha),SINGAPORE
Far East & Australia,Jul-21,22-Jul-21,22-Jul-21,Marine Day-UMINOHI,JAPAN
Far East & Australia,Jul-21,24-Jul-21,26-Jul-21,Asalha Puja,THAILAND
Far East & Australia,Aug-21,09-Aug-21,10-Aug-21,Hijri NY/Muharram,MALAYSIA
Far East & Australia,Aug-21,09-Aug-21,09-Aug-21,Mountain Day,JAPAN
Far East & Australia,Aug-21,09-Aug-21,09-Aug-21,National Day,SINGAPORE
Far East & Australia,Aug-21,12-Aug-21,12-Aug-21,National Mother's day,THAILAND
Far East & Australia,Aug-21,13-Aug-21,15-Aug-21,Obon festival,JAPAN
Far East & Australia,Aug-21,15-Aug-21,15-Aug-21,Liberation Day,SOUTH KOREA
Far East & Australia,Aug-21,21-Aug-21,21-Aug-21,Ninoy Aquino Day,PHILIPPINES
Far East & Australia,Aug-21,30-Aug-21,30-Aug-21,Heroes Day,PHILIPPINES
Far East & Australia,Aug-21,31-Aug-21,31-Aug-21,Independence Day (Hari Merdeka),MALAYSIA
Far East & Australia,Sep-21,02-Sep-21,02-Sep-21,National Day,VIETNAM
Far East & Australia,Sep-21,05-Sep-21,05-Sep-21,Father's Day,AUSTRALIA
Far East & Australia,Sep-21,09-Sep-21,09-Sep-21,Osmena Day,PHILIPPINES
Far East & Australia,Sep-21,16-Sep-21,16-Sep-21,Malaysia Day,MALAYSIA
Far East & Australia,Sep-21,20-Sep-21,22-Sep-21,"Chuseok-Mid Autumn,Harvest Festival,Golden Week",CHINA
West - South East Asia,Nov-20,30-Nov-20,30-Nov-20,Guru Nanak Jayanti,INDIA(BANGALORE)
Far East & Australia,Sep-21,20-Sep-21,22-Sep-21,"Chuseok-Mid Autumn,Harvest Festival,Golden Week",SOUTH KOREA
Far East & Australia,Sep-21,20-Sep-21,22-Sep-21,"Chuseok-Mid Autumn,Harvest Festival,Golden Week",TAIWAN
Far East & Australia,Sep-21,20-Sep-21,21-Sep-21,Mid Autumn(Moon) Festival,TAIWAN
Far East & Australia,Sep-21,20-Sep-21,20-Sep-21,Respect for the aged(KEIRO-NO-HI),JAPAN
Far East & Australia,Sep-21,23-Sep-21,23-Sep-21,Autumn equinox,JAPAN
Far East & Australia,Sep-21,24-Sep-21,24-Sep-21,Constitution Day,CAMBODIA
West - South East Asia,Nov-21,19-Nov-21,19-Nov-21,Guru Nanak Jayanti,INDIA(BANGALORE)
"West -  South East Asia , Iran",Nov-18,06/11/2018,07/11/2018,Diwali,"INDIA , SRILANKA"
Far East & Australia,Oct-21,01-Oct-21,07-Oct-21,National Holidays,CHINA
Far East & Australia,Oct-21,03-Oct-21,03-Oct-21,National Foundation Day,SOUTH KOREA
"West -  South East Asia , Iran",Feb-18,13/02/2018,13/02/2018,Mahasivaratri,"INDIA , SRILANKA"
West -  South East Asia & Iran,Apr-18,13/04/2018,13/04/2018,Isra Al Mairaj,"IRAN , INDONESIA"
Far East & Australia,Oct-21,05-Oct-21,07-Oct-21,Ancestor's Day,CAMBODIA
Far East & Australia,Oct-21,09-Oct-21,09-Oct-21,Hangeul Day,SINGAPORE
Far East & Australia,Oct-21,09-Oct-21,09-Oct-21,Hangeul Day,SOUTH KOREA
Far East & Australia,Oct-21,10-Oct-21,11-Oct-21,ROC National day,TAIWAN
Far East & Australia,Oct-21,12-Oct-21,12-Oct-21,Health & Sports Day,JAPAN
Far East & Australia,Oct-21,15-Oct-21,15-Oct-21,Commemoration of King's Father,CAMBODIA
Far East & Australia,Oct-21,19-Oct-21,19-Oct-21,Milad ul Nabi/Mawlid/Maouloud,MALAYSIA
Far East & Australia,Oct-21,23-Oct-21,23-Oct-21,Peace Day,CAMBODIA
Far East & Australia,Oct-21,24-Oct-21,25-Oct-21,Chulalongkorn Day,THAILAND
Far East & Australia,Oct-21,25-Oct-21,25-Oct-21,Labour Day,NEW ZEALAND
Far East & Australia,Oct-21,29-Oct-21,29-Oct-21,King's coronation Day,CAMBODIA
Far East & Australia,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,PHILIPPINES
Far East & Australia,Nov-21,03-Nov-21,03-Nov-21,Culture Day,JAPAN
Far East & Australia,Nov-21,04-Nov-21,04-Nov-21,Diwali,MALAYSIA
Far East & Australia,Nov-21,04-Nov-21,04-Nov-21,Diwali,SINGAPORE
Far East & Australia,Nov-21,09-Nov-21,09-Nov-21,Independence Day,CAMBODIA
Far East & Australia,Nov-21,18-Nov-21,20-Nov-21,Water Festival Ceremony,CAMBODIA
"Europe , Russia",Jun-18,23/06/2018,23/06/2018,Midsummer Day eve,"SWEDEN , FINLAND"
Far East & Australia,Oct-18,17/10/2018,17/10/2018,Cheung Heung Festival,"CHINA, HONGKONG"
Far East & Australia,Nov-21,23-Nov-21,23-Nov-21,Thanksgiving Day,JAPAN
Far East & Australia,Nov-21,30-Nov-21,30-Nov-21,Bonifacio Day,PHILIPPINES
Far East & Australia,Dec-21,05-Dec-21,05-Dec-21,King Bhumibol's birthday,THAILAND
Far East & Australia,Dec-21,10-Dec-21,10-Dec-21,Constitution Day,THAILAND
Far East & Australia,Dec-21,10-Dec-21,10-Dec-21,Intl Human Rights day,CAMBODIA
West -  South East Asia & Iran,Apr-19,14/04/2019,14/04/2019, Bengali/Indian New Year ,"BANGLADESH, INDIA"
Far East & Australia,Dec-21,30-Dec-21,30-Dec-21,Rizal Day,PHILIPPINES
Americas,Jun-19,20/06/2019,20/06/2019, Corpus Christi ,"BRAZIL, VENEZUELA"
"Middle East, GCC & Iran",Jan-21,07-Jan-21,07-Jan-21,Orthodox/ Coptic Christmas,LEBANON
"Middle East, GCC & Iran",Jan-21,17-Jan-21,17-Jan-21,Martyrdom of Fatemah,IRAN
"Middle East, GCC & Iran",Feb-21,09-Feb-21,09-Feb-21,National Sports Day,QATAR
"Middle East, GCC & Iran",Feb-21,10-Feb-21,10-Feb-21,Islamic Revolution,IRAN
"Middle East, GCC & Iran",Feb-21,14-Feb-21,14-Feb-21,Rafik Hariri Day,LEBANON
"Middle East, GCC & Iran",Feb-21,25-Feb-21,25-Feb-21,Imam Ali's Birthday,IRAN
"Middle East, GCC & Iran",Feb-21,25-Feb-21,25-Feb-21,Liberation Day,KUWAIT
"Middle East, GCC & Iran",Feb-21,25-Feb-21,25-Feb-21,National Day,KUWAIT
West -  South East Asia & Iran,Jul-19,27/07/2019,27/07/2019, Esala/Waso full moon poya  ,"SRI LANKA,UNION OF MYANMAR"
"Middle East, GCC & Iran",Mar-21,10-Mar-21,10-Mar-21,Isra Al Mairaj,JORDAN
"Middle East, GCC & Iran",Mar-21,10-Mar-21,10-Mar-21,Isra Al Mairaj/ Mabaath,IRAN
"Middle East, GCC & Iran",Mar-21,19-Mar-21,19-Mar-21,Oil Nationalisation Day,IRAN
"Middle East, GCC & Iran",Mar-21,21-Mar-21,24-Mar-21,Nowrooz,IRAN
"Middle East, GCC & Iran",Mar-21,21-Mar-21,21-Mar-21,Nowrooz,IRAQ
"Middle East, GCC & Iran",Mar-21,25-Mar-21,25-Mar-21,Feast of Annunciation,LEBANON
"Middle East, GCC & Iran",Mar-21,29-Mar-21,29-Mar-21,Imam Mahdi's Birthday,IRAN
"Middle East, GCC & Iran",Mar-21,31-Mar-21,01-Apr-21,Islamic Republic Day,IRAN
West -  South East Asia & Iran,Aug-19,24/08/2019,24/08/2019, Janmashtami ,"BANGLADESH, INDIA"
"Middle East, GCC & Iran",Apr-21,02-Apr-21,02-Apr-21,Sizdahbedar,IRAN
Africa,Sep-19,25/09/2019,25/09/2019, Revolution Day ,"MOZAMBIQUE, YEMEN"
Far East & Australia,Sep-19,30/09/2019,30/09/2019, Queen's birthday ,WESTERN AUSTRALIA
West -  South East Asia & Iran,Oct-19,13/10/2019,13/10/2019, Vap / Thadingyut full moon poya ,"SRI LANKA,UNION OF MYANMAR"
"Middle East, GCC & Iran",May-21,02-May-21,03-May-21,Martyrdom of Imam Ali,IRAN
Europe & Russia,Nov-19,30/11/2019,02/12/2019, St Andrew's Day ,"SCOTLAND, ROMANIA"
"Middle East, GCC & Iran",May-21,25-May-21,25-May-21,Independence Day/Liberation Day,JORDAN
"Middle East, GCC & Iran",May-21,25-May-21,25-May-21,Independence Day/Liberation Day,LEBANON
"Middle East, GCC & Iran",Jun-21,04-Jun-21,04-Jun-21,Demise of Imam Khomeini,IRAN
"Middle East, GCC & Iran",Jun-21,05-Jun-21,05-Jun-21,Khordad national uprising,IRAN
"Middle East, GCC & Iran",Jun-21,06-Jun-21,06-Jun-21,Martyrdom of Imam Sadeq,IRAN
West -  South East Asia & Iran,Aug-19,30/08/2019,31/08/2019, Hijri NY/Muharram ,"INDONESIA , INDIA"
"Middle East, GCC & Iran",Jul-21,23-Jul-21,25-Jul-21,Renaissance Day,OMAN
"Middle East, GCC & Iran",Jul-21,27-Jul-21,28-Jul-21,Eid al Ghadir,IRAN
"Middle East, GCC & Iran",Aug-21,09-Aug-21,10-Aug-21,Hijri NY/Muharram,BAHRAIN
"Middle East, GCC & Iran",Aug-21,09-Aug-21,10-Aug-21,Hijri NY/Muharram,IRAQ
"Middle East, GCC & Iran",Aug-21,09-Aug-21,10-Aug-21,Hijri NY/Muharram,KUWAIT
"Middle East, GCC & Iran",Aug-21,09-Aug-21,10-Aug-21,Hijri NY/Muharram,LEBANON
"Middle East, GCC & Iran",Aug-21,15-Aug-21,15-Aug-21,Assumption Day,LEBANON
"Middle East, GCC & Iran",Aug-21,18-Aug-21,19-Aug-21,Eve of Ashurra,BAHRAIN
"Middle East, GCC & Iran",Aug-21,18-Aug-21,19-Aug-21,Eve of Ashurra,IRAQ
"Middle East, GCC & Iran",Aug-21,18-Aug-21,19-Aug-21,Eve of Ashurra,LEBANON
"Middle East, GCC & Iran",Aug-21,18-Aug-21,19-Aug-21,Muharram/Shura/Tassoua,IRAN
"Middle East, GCC & Iran",Sep-21,23-Sep-21,23-Sep-21,National Day,SAUDI ARABIA
"Middle East, GCC & Iran",Sep-21,28-Sep-21,28-Sep-21,Arabaeen,IRAN
"Middle East, GCC & Iran",Oct-21,03-Oct-21,03-Oct-21,Independence Day,IRAQ
"Middle East, GCC & Iran",Oct-21,06-Oct-21,06-Oct-21,Martyrdom of Iman Hasan,IRAN
"Middle East, GCC & Iran",Oct-21,08-Oct-21,08-Oct-21,Martryrdom of Imam Reza,IRAN
